titulo,url,nome_do_canal,data,fonte,dici_teste_id
"Câncer de pênis: o que é, sintomas, causas e tratamento",https://www.youtube.com/watch?v=O_UJ6ETLnAg,,Acesso em: 4/5/2024,Youtube,31
Arboviroses - Viroses - Biologia com o Tubarão,https://www.youtube.com/watch?v=H2MmIZT-pzA,,Acesso em: 4/5/2024,Youtube,32
Arboviroses - Tudo o que você precisa saber!,https://www.youtube.com/watch?v=yARXJzymuKA,,Acesso em: 4/5/2024,Youtube,32
Métodos de controle das arboviroses,https://www.youtube.com/watch?v=eiwEgE9jOmQ,,Acesso em: 4/5/2024,Youtube,32
Entenda os riscos do tipo mais comum de câncer de pele - Correspondente Médico,https://www.youtube.com/watch?v=OURuPRLM364,,Acesso em: 4/5/2024,Youtube,33
Carcinoma ou melanoma? Entenda os tipos de câncer de pele,https://www.youtube.com/watch?v=XgI-X6Dg_eE,,Acesso em: 4/5/2024,Youtube,33
Câncer de pele: como identificar e os profissionais que podem ajudar nisso,https://www.youtube.com/watch?v=BlcFiBQ9dnU,,Acesso em: 4/5/2024,Youtube,33
Câncer de próstata: conheça os sintomas e saiba como é o tratamento,https://www.youtube.com/watch?v=py5f4A2JRKk,,Acesso em: 4/5/2024,Youtube,34
Câncer de Próstata - sintomas e tratamentos,https://www.youtube.com/watch?v=5XN6PICSo34,,Acesso em: 4/5/2024,Youtube,34
Você e o Doutor: conheça causas e sintomas do câncer de próstata,https://www.youtube.com/watch?v=ZuCzKYBSpIU,,Acesso em: 4/5/2024,Youtube,34
"Dengue: quais os sintomas, quando é hora de ir ao PS e quem pode se vacinar no SUS?",https://www.youtube.com/watch?v=ywr1y2h1NQI,,Acesso em: 4/5/2024,Youtube,35
Sintomas da dengue | Você sabe identificar os sintomas? (Dengue clássica e hemorrágica),https://www.youtube.com/watch?v=6jvebHUdY0I,,Acesso em: 4/5/2024,Youtube,35
Como identificar a dengue grave?,https://www.youtube.com/watch?v=KvAoTrVqarU,,Acesso em: 4/5/2024,Youtube,35
O que é depressão pós-parto?,https://www.youtube.com/watch?v=hq-4h0f5B-4,,Acesso em: 4/5/2024,Youtube,36
Depressão pós parto - Conversa de Mãe,https://www.youtube.com/watch?v=VFDtmKX0CdM,,Acesso em: 4/5/2024,Youtube,36
Conheça os principais sintomas da depressão pós-parto,https://www.youtube.com/watch?v=M4nz4IalMR8,,Acesso em: 4/5/2024,Youtube,36
Doenças Diarreicas Agudas - Saúde Pública - Doenças infecciosas e parasitárias,https://www.youtube.com/watch?v=jCLc3vFI_m8,,Acesso em: 4/5/2024,Youtube,37
"DIARREIA AGUDA - CLÍNICA MÉDICA - fisiopatologia, quadro clinico, tratamento",https://www.youtube.com/watch?v=reILUWsn0sc,,Acesso em: 4/5/2024,Youtube,37
Videoaula: Monitorização das doenças diarreicas agudas (DDA),https://www.youtube.com/watch?v=o2BH8nHMpcc,,Acesso em: 4/5/2024,Youtube,37
Doença renal crônica | Riscos e causas,https://www.youtube.com/watch?v=byKJ5SXgxC4,,Acesso em: 4/5/2024,Youtube,38
INSUFICIÊNCIA RENAL CRÔNICA: SINTOMAS E CAUSAS,https://www.youtube.com/watch?v=VAlgXyXWPKs,,Acesso em: 4/5/2024,Youtube,38
Diagnóstico da Doença Renal Crônica,https://www.youtube.com/watch?v=AhsBB9VwTSU,,Acesso em: 4/5/2024,Youtube,38
"Difteria: Sintomas, tratamento e prevenção Vídeo n.35",https://www.youtube.com/watch?v=m30mjmSlIew,,Acesso em: 4/5/2024,Youtube,39
"Difteria: o que é, causas, sintomas e tratamento | Corynebacterium diphtheriae | Dr. Victor Proença",https://www.youtube.com/watch?v=5X7MVUdi6A0,,Acesso em: 4/5/2024,Youtube,39
Difteria - Aula de revisão de Infectologia do MR Plus,https://www.youtube.com/watch?v=7Z5BHsDXSVo,,Acesso em: 4/5/2024,Youtube,39
Doenças oculares que podem causar cegueira - Tribuna Independente - 24/07/2017,https://www.youtube.com/watch?v=W9XsknEhpag,,Acesso em: 4/5/2024,Youtube,40
Doenças oculares: Esclareça todas suas dúvidas!,https://www.youtube.com/watch?v=jfjPkDdD-Hg,,Acesso em: 4/5/2024,Youtube,40
Abril Marrom: Doenças oculares - Você Bonita (16/04/19),https://www.youtube.com/watch?v=S7efcD39uPQ,,Acesso em: 4/5/2024,Youtube,40
Diabetes,https://www.youtube.com/watch?v=nyvu2euX8tM,,Acesso em: 4/5/2024,Youtube,41
"Diabetes | Parte 1 | Definição, tipos e fisiopatologia",https://www.youtube.com/watch?v=fwdkQTXEx1s,,Acesso em: 4/5/2024,Youtube,41
O que é DIABETES? | Diabetes Explicada #1,https://www.youtube.com/watch?v=gs5h987ccRw,,Acesso em: 4/5/2024,Youtube,41
Você e o Doutor: Doenças Sexualmente Transmissíveis,https://www.youtube.com/watch?v=Qyt-3WQaH3Y,,Acesso em: 4/5/2024,Youtube,42
Infecções Sexualmente Transmissíveis ou ISTs,https://www.youtube.com/watch?v=YnF97SDx8w0,,Acesso em: 4/5/2024,Youtube,42
Gonorreia e Sífilis | Saiba mais sobre essas Infecções Sexualmente Transmissíveis (ISTs),https://www.youtube.com/watch?v=g6CWMmQy16c,,Acesso em: 4/5/2024,Youtube,42
Doação de leite materno: entenda a importância desse ato,https://www.youtube.com/watch?v=UAKipa5geaE,,Acesso em: 4/5/2024,Youtube,43
GR - Doação de leite: Um gesto de amor - 11-05-2017,https://www.youtube.com/watch?v=33G4Kpq02M0,,Acesso em: 4/5/2024,Youtube,43
🥛COMO DOAR LEITE MATERNO - Minha experiência,https://www.youtube.com/watch?v=LzXJTVPkVCs,,Acesso em: 4/5/2024,Youtube,43
COMO É DOAR SANGUE? | Prof. Paulo Jubilut,https://www.youtube.com/watch?v=T6UXf8xFFUk,,Acesso em: 4/5/2024,Youtube,44
Doação De Sangue | Quem Pode Doar?,https://www.youtube.com/watch?v=-tADvOQYVZc,,Acesso em: 4/5/2024,Youtube,44
O GRAVE PROBLEMA DA DOAÇÃO DE SANGUE QUE NUNCA TE CONTARAM,https://www.youtube.com/watch?v=rde-x-pVkS8,,Acesso em: 4/5/2024,Youtube,44
A doença de Chagas,https://www.youtube.com/watch?v=FKOzSOyY3H4,,Acesso em: 4/5/2024,Youtube,45
Doença de Chagas - Resumo - Parasitologia,https://www.youtube.com/watch?v=z7XKeNHEvTw,,Acesso em: 4/5/2024,Youtube,45
Doença de Chagas,https://www.youtube.com/watch?v=5mKrRTLMpjo,,Acesso em: 4/5/2024,Youtube,45
Doença de Creutzfeldt Jakob | José Góes,https://www.youtube.com/watch?v=iwIs1ZUPBjs,,Acesso em: 4/5/2024,Youtube,46
DOENÇA DE CREUTZFELDT-JAKOB,https://www.youtube.com/watch?v=oQvYhK47VOg,,Acesso em: 4/5/2024,Youtube,46
"Doença da vaca louca no Brasil, é sério? Doença de Creutzfeldt Jacob",https://www.youtube.com/watch?v=ltBLnCtQSkc,,Acesso em: 4/5/2024,Youtube,46
PRIMEIRA VEZ EM UMA DT-200 | REALIZEI UM SONHO,https://www.youtube.com/watch?v=BVVvr0VLk7E,,Acesso em: 4/5/2024,Youtube,47
"Medley Crianças DT Toin Toin (Ao Vivo) - Diante do Trono, Ana Paula Valadão",https://www.youtube.com/watch?v=s_6G-8SUVOE,,Acesso em: 4/5/2024,Youtube,47
PRIMEIRA VEZ DE ROLÊ NUMA DT 200,https://www.youtube.com/watch?v=-VB-Fqozibw,,Acesso em: 4/5/2024,Youtube,47
EBOLA | Nerdologia,https://www.youtube.com/watch?v=roC9qqxJCo0,,Acesso em: 4/5/2024,Youtube,48
The Story of Ebola,https://www.youtube.com/watch?v=XCrOde-JYs0,,Acesso em: 4/5/2024,Youtube,48
What we know (and don&#39;t know) about Ebola - Alex Gendler,https://www.youtube.com/watch?v=UMMwgvLmN-M,,Acesso em: 4/5/2024,Youtube,48
Doenças de Transmissão Hídrica - PARTE 01- Agente de Saúde e Agente de Endemias - Atenção Básica,https://www.youtube.com/watch?v=Oey9fkEjAvM,,Acesso em: 4/5/2024,Youtube,49
Conheça as principais doenças de Veiculação Hídrica | 12 doenças transmitidas pela água contaminada,https://www.youtube.com/watch?v=PAcvMyAaYq4,,Acesso em: 4/5/2024,Youtube,49
DTA&#39;s - Doenças transmitidas por alimentos,https://www.youtube.com/watch?v=5TjLyMBKo28,,Acesso em: 4/5/2024,Youtube,49
"DTP - Celebrity Chick ft. Ludacris, Chingy, Small World, Steph Jones",https://www.youtube.com/watch?v=DsKunPbe0hw,,Acesso em: 4/5/2024,Youtube,50
Violet Orlandi - DTP (Official Music Video),https://www.youtube.com/watch?v=veh28Mzb0-c,,Acesso em: 4/5/2024,Youtube,50
DTP Denuncias Venda Alvará 3 Mil,https://www.youtube.com/watch?v=tdiO3uRRajQ,,Acesso em: 4/5/2024,Youtube,50
Tragédia no Rio Grande do Sul: maior enchente em 150 anos | Bora Brasil,https://www.youtube.com/watch?v=GyLOa2vBJpM,,Acesso em: 4/5/2024,Youtube,51
A MAIOR DESTRUIÇÃO DAS ENCHENTES NO SUL,https://www.youtube.com/watch?v=0vqQyu2qNOQ,,Acesso em: 4/5/2024,Youtube,51
Inundações no Rio Grande do Sul: Passageiros de voo para Porto Alegre filmam cidade alagada; vídeos,https://www.youtube.com/watch?v=vUtDYVjJQZo,,Acesso em: 4/5/2024,Youtube,51
O que ensina o estudo Epicovid-19?,https://www.youtube.com/watch?v=SgUoOlQ6FEw,,Acesso em: 4/5/2024,Youtube,52
A explicação do quase colapso na saúde: resultados da pesquisa EpiCovid-19 | Prof. Eduardo Sprinz,https://www.youtube.com/watch?v=Txygo3BLmQ4,,Acesso em: 4/5/2024,Youtube,52
"Pedro Hallal, epidemiologista, coord. Epicovid-19 e prof. UFPel, sobre vacinação no Brasil",https://www.youtube.com/watch?v=3sjYewqkV0Y,,Acesso em: 4/5/2024,Youtube,52
"Vacinas PENTAVALENTE, DTP, dT e dTpa (Aula Completa e Atualizada)",https://www.youtube.com/watch?v=eGZcrK6aeaw,,Acesso em: 4/5/2024,Youtube,53
"VACINA DTPa: Indicação, apresentação, composição,  esquema.",https://www.youtube.com/watch?v=PuYL8rf0V_Q,,Acesso em: 4/5/2024,Youtube,53
"VACINA DTPa - Precauções, contraindicações e resolução de questões",https://www.youtube.com/watch?v=TmsL9G31q18,,Acesso em: 4/5/2024,Youtube,53
Epidermólise bolhosa,https://www.youtube.com/watch?v=Dum22GM2-DI,,Acesso em: 4/5/2024,Youtube,54
Epidermólise bolhosa | José Góes,https://www.youtube.com/watch?v=9Rez57NMt9M,,Acesso em: 4/5/2024,Youtube,54
"2 filhos, 2 condições: autismo e epidermólise bolhosa",https://www.youtube.com/watch?v=GnTxQUcWghA,,Acesso em: 4/5/2024,Youtube,54
Esteatose Hepática,https://www.youtube.com/watch?v=m3aLDShOXsU,,Acesso em: 4/5/2024,Youtube,55
Gordura no Figado ou Esteatose Hepática,https://www.youtube.com/watch?v=XWMrkiPn73I,,Acesso em: 4/5/2024,Youtube,55
"Veja Saúde: o risco da esteatose hepática, a gordura no fígado",https://www.youtube.com/watch?v=L_hkON91xe0,,Acesso em: 4/5/2024,Youtube,55
ESCLEROSE LATERAL AMIOTRÓFICA (Fisiopatologia da ELA) - Rogério Souza,https://www.youtube.com/watch?v=LZPDzpy-pQg,,Acesso em: 4/5/2024,Youtube,56
ELA - ESCLEROSE LATERAL AMIOTRÓFICA,https://www.youtube.com/watch?v=6iedePs6Hes,,Acesso em: 4/5/2024,Youtube,56
Sintomas de Esclerose Lateral Amiotrófica - Sintomas da ELA | Dr Diego de Castro Neurologista,https://www.youtube.com/watch?v=2LeEbEJqNBA,,Acesso em: 4/5/2024,Youtube,56
O que você precisa saber sobre Febre Amarela,https://www.youtube.com/watch?v=UUOl9Tgy_g0,,Acesso em: 4/5/2024,Youtube,57
FEBRE AMARELA,https://www.youtube.com/watch?v=eVQdoS1s57Q,,Acesso em: 4/5/2024,Youtube,57
Febre Amarela resumo,https://www.youtube.com/watch?v=fVH8POtj0Hg,,Acesso em: 4/5/2024,Youtube,57
5 razões da alta letalidade da febre maculosa,https://www.youtube.com/watch?v=OlJJl1J7BtU,,Acesso em: 4/5/2024,Youtube,58
FEBRE MACULOSA - Doenças Bacterianas | Biologia com Samuel Cunha,https://www.youtube.com/watch?v=TH5BnmCK4jc,,Acesso em: 4/5/2024,Youtube,58
Entenda o que é e quais são os sintomas da febre maculosa,https://www.youtube.com/watch?v=FKddbygMtRs,,Acesso em: 4/5/2024,Youtube,58
Vírus Febre Mayaro I O primo da Chykungunya I Parasitologia,https://www.youtube.com/watch?v=fQ7-b1ySuc8,,Acesso em: 4/5/2024,Youtube,59
"Veja Saúde: as diferenças entre mayaro, chikungunya e dengue",https://www.youtube.com/watch?v=CnNQ98un0KA,,Acesso em: 4/5/2024,Youtube,59
Febre oropouche pode aparecer de maneira mais forte neste verão,https://www.youtube.com/watch?v=tED-WWuKkkg,,Acesso em: 4/5/2024,Youtube,59
Saiba tudo sobre  febre Mayaro - mais um vírus transmitido pelo Aedes Egypti,https://www.youtube.com/watch?v=2thDJAIqlug,,Acesso em: 4/5/2024,Youtube,59
"Novo vírus Mayaro: sintomas, prevenção e tratamento - De A a Zuca (27/05/19)",https://www.youtube.com/watch?v=CfXK9F8BEG0,,Acesso em: 4/5/2024,Youtube,59
Febre Mayaro também é um vírus do Aedes Aegypti. ED 209 BL2,https://www.youtube.com/watch?v=WTeCjmCB-fA,,Acesso em: 4/5/2024,Youtube,59
Febre Mayaro - Entomologia,https://www.youtube.com/watch?v=AGbIS-E7aQA,,Acesso em: 4/5/2024,Youtube,59
Vírus Mayaro - Nova epidemia?,https://www.youtube.com/watch?v=-obq-zP3UFg,,Acesso em: 4/5/2024,Youtube,59
O que é a febre do Nilo?,https://www.youtube.com/watch?v=yastiN0x_Is,,Acesso em: 4/5/2024,Youtube,59
"Com sintomas parecidos aos da Dengue e da Chikungunya, vírus Mayaro teve 70 casos confirmados no paí",https://www.youtube.com/watch?v=4iAvr7qKZ9Y,,Acesso em: 4/5/2024,Youtube,59
Mayaro: conheça a doença que também é transmitida pelo mosquito Aedes aegypti,https://www.youtube.com/watch?v=49tBJz_oxlI,,Acesso em: 4/5/2024,Youtube,59
INFECTOLOGIA COM DRA. RENATA BELTRÃO -  ARBOVIROSES  - MAYARO,https://www.youtube.com/watch?v=N5XIk1RKuNY,,Acesso em: 4/5/2024,Youtube,59
Afinal o que é o Vírus MAYARO?  ZIKA? CHICKUNGUNYA? l Raphael Rangel,https://www.youtube.com/watch?v=cOtBZpVK3P8,,Acesso em: 4/5/2024,Youtube,59
Febre do Vírus Mayaro,https://www.youtube.com/watch?v=f9CV7-1gAzs,,Acesso em: 4/5/2024,Youtube,59
FEBRE DE MAYARO,https://www.youtube.com/watch?v=FHM_n5KUcdw,,Acesso em: 4/5/2024,Youtube,59
Vírus Oropouche,https://www.youtube.com/watch?v=mT6wuMJP95U,,Acesso em: 4/5/2024,Youtube,59
Epidemia do Mayaro vírus | Rotina na Medicina,https://www.youtube.com/watch?v=RjAXR68G3_U,,Acesso em: 4/5/2024,Youtube,59
FVS alerta para Febre do Mayaro e Oropouche | Manhã no Ar - TV A Crítica,https://www.youtube.com/watch?v=O09_COH0oes,,Acesso em: 4/5/2024,Youtube,59
Novo vírus no Brasil: Devo me preocupar com a Febre do Nilo Ocidental?,https://www.youtube.com/watch?v=sPvqeL6jd7Y,,Acesso em: 4/5/2024,Youtube,59
Chikungunya - Brasil Escola,https://www.youtube.com/watch?v=nHjcbHq36OY,,Acesso em: 4/5/2024,Youtube,59
TBC 1 | ESPECIALISTA EXPLICA NOVO VÍRUS MAYARO,https://www.youtube.com/watch?v=GHf9YFmISrQ,,Acesso em: 4/5/2024,Youtube,59
FMS confirma 1° caso de Febre Oropouche; paciente estava no HUT,https://www.youtube.com/watch?v=SWyj7WpBQi0,,Acesso em: 4/5/2024,Youtube,59
INFECTOLOGIA COM DRA. RENATA BELTRÃO - ARBOVIROSES - FEBRE DO NILO DO OCIDENTE,https://www.youtube.com/watch?v=SQUgKeXlRjE,,Acesso em: 4/5/2024,Youtube,59
Aedes aegypti pode transmitir novo vírus,https://www.youtube.com/watch?v=54a1xPyHxjw,,Acesso em: 4/5/2024,Youtube,59
VÍRUS OROPOUCHE E VÍRUS MAYARO: Podem virar PANDEMIAS?,https://www.youtube.com/watch?v=aoeEyTB3gL4,,Acesso em: 4/5/2024,Youtube,59
Esporotricose em Humanos,https://www.youtube.com/watch?v=FYzOnSSRIL4,,Acesso em: 4/5/2024,Youtube,60
PERSPECTIVAS - Esporotricose,https://www.youtube.com/watch?v=iFUQ_BWQq_M,,Acesso em: 4/5/2024,Youtube,60
ESPOROTRICOSE EM HUMANOS - MEU RELATO NA REAL - Luú Sirqueira,https://www.youtube.com/watch?v=PRfvbicCkj0,,Acesso em: 4/5/2024,Youtube,60
"FEBRE TIFOIDE - CARACTERÍSTICAS, SINTOMAS, DIAGNÓSTICO E TRATAMENTO - INFECTOLOGIA",https://www.youtube.com/watch?v=vGWGF-72pI4,,Acesso em: 4/5/2024,Youtube,61
"Febre tifóide - características, sintomas e prevenção",https://www.youtube.com/watch?v=tEKvTNM2m7k,,Acesso em: 4/5/2024,Youtube,61
"Febre tifoide, gastrenterite e salmonelose - Parasitologia - Biologia",https://www.youtube.com/watch?v=ax9mOZGrLMs,,Acesso em: 4/5/2024,Youtube,61
O que é a febre do Nilo?,https://www.youtube.com/watch?v=yastiN0x_Is,,Acesso em: 4/5/2024,Youtube,62
Novo vírus no Brasil: Devo me preocupar com a Febre do Nilo Ocidental?,https://www.youtube.com/watch?v=sPvqeL6jd7Y,,Acesso em: 4/5/2024,Youtube,62
INFECTOLOGIA COM DRA. RENATA BELTRÃO - ARBOVIROSES - FEBRE DO NILO DO OCIDENTE,https://www.youtube.com/watch?v=SQUgKeXlRjE,,Acesso em: 4/5/2024,Youtube,62
OROPOUCHE: Nova epidemia com mesmos sintomas da dengue?,https://www.youtube.com/watch?v=6JbHpom7c08,,Acesso em: 4/5/2024,Youtube,63
Febre oropouche pode aparecer de maneira mais forte neste verão,https://www.youtube.com/watch?v=tED-WWuKkkg,,Acesso em: 4/5/2024,Youtube,63
Casos de febre Oropuche crescem ao redor do país| BandNews TV,https://www.youtube.com/watch?v=3x5iemzh70g,,Acesso em: 4/5/2024,Youtube,63
Aula de Feo-Hifomicose,https://www.youtube.com/watch?v=uo6mVbcJFm8,,Acesso em: 4/5/2024,Youtube,64
Micetoma MED 2021,https://www.youtube.com/watch?v=p_Tb_ineAUU,,Acesso em: 4/5/2024,Youtube,64
Dermatofitose equina,https://www.youtube.com/watch?v=AMMfssDKpAU,,Acesso em: 4/5/2024,Youtube,64
Quando é necessária realizar a Postectomia? CIRURGIA DE FIMOSE,https://www.youtube.com/watch?v=8jXeAVA1XV8,,Acesso em: 4/5/2024,Youtube,65
Fimose em adulto: quando operar?,https://www.youtube.com/watch?v=LUoRW7Xn9JE,,Acesso em: 4/5/2024,Youtube,65
FIMOSE COMO É A CIRURGIA?,https://www.youtube.com/watch?v=CzUHFaNQw-Y,,Acesso em: 4/5/2024,Youtube,65
ESQUISTOSSOMOSE: Schistosoma mansoni + DICAS PARA SUA PROVA PRÁTICA | Parte 1 | PARASITOLOGIA #11,https://www.youtube.com/watch?v=dIkEi0LxhcY,,Acesso em: 4/5/2024,Youtube,66
Esquistossomose - Resumo Esquematizado,https://www.youtube.com/watch?v=Yz9AW471cG0,,Acesso em: 4/5/2024,Youtube,66
ESQUISTOSSOMOSE: Schistosoma mansoni | Parte 2 | PARASITOLOGIA #11,https://www.youtube.com/watch?v=gj6Nq6ApvmM,,Acesso em: 4/5/2024,Youtube,66
Maracujá/ Fusariose veja os sintomas,https://www.youtube.com/watch?v=WUc1aVZpMck,,Acesso em: 4/5/2024,Youtube,67
Murcha de fusarium no feijão..,https://www.youtube.com/watch?v=Z5UB_pFqkwU,,Acesso em: 4/5/2024,Youtube,67
"PNEUMONIAS FÚNGICAS: FUSARIOSE, ESPOROTRICOSE E MUCORMICOSE",https://www.youtube.com/watch?v=Ja_QGusX1Ts,,Acesso em: 4/5/2024,Youtube,67
Geohelmintiase,https://www.youtube.com/watch?v=tkAYFf3WC3s,,Acesso em: 4/5/2024,Youtube,68
Desvendando os Geo-helmintos: Ascaris lumbricoides,https://www.youtube.com/watch?v=Tit2W3t4b3Q,,Acesso em: 4/5/2024,Youtube,68
Desvendando os Geo-helmintos: Ancilostomídeos,https://www.youtube.com/watch?v=OdczDZffZts,,Acesso em: 4/5/2024,Youtube,68
TUDO O QUE VOCÊ PRECISA SOBRE O PRIMEIRO MÊS DE GRAVIDEZ | Dra Ana Jannuzzi,https://www.youtube.com/watch?v=US4QH-781Kc,,Acesso em: 4/5/2024,Youtube,69
RISCOS E CUIDADOS NOS PRIMEIROS TRÊS MESES DE GRAVIDEZ | MACETES DE MÃE,https://www.youtube.com/watch?v=xwrHl5R_83I,,Acesso em: 4/5/2024,Youtube,69
Veja dicas para uma boa alimentação durante a gravidez,https://www.youtube.com/watch?v=3FksyfP1FSs,,Acesso em: 4/5/2024,Youtube,69
INFLUENZA (GRIPE) - PROF. ALEXANDRE FUNCK,https://www.youtube.com/watch?v=iH1PMND-2Qs,,Acesso em: 4/5/2024,Youtube,70
Gripe (influenza) - tudo o que você precisa saber,https://www.youtube.com/watch?v=DtNljrox_Do,,Acesso em: 4/5/2024,Youtube,70
Gripe Influenza e H1N1 - Você Bonita (17/05/17),https://www.youtube.com/watch?v=s41R45LP9Oc,,Acesso em: 4/5/2024,Youtube,70
HIDATIDOSE: Echinococcus sp. | PARASITOLOGIA #17,https://www.youtube.com/watch?v=ofLOmZHeZ5E,,Acesso em: 4/5/2024,Youtube,71
Vídeo Hidatidose SES/RS,https://www.youtube.com/watch?v=VpM2OugOduk,,Acesso em: 4/5/2024,Youtube,71
HIDATIDOSE - PARASITOLOGIA 18,https://www.youtube.com/watch?v=4GhK1v-QXtg,,Acesso em: 4/5/2024,Youtube,71
A maldição de Tutancâmon: Histoplasmose - sintomas e tratamento #43,https://www.youtube.com/watch?v=ThS3lPMWaio,,Acesso em: 4/5/2024,Youtube,72
039. Histoplasmose:  Da Etiologia ao Tratamento,https://www.youtube.com/watch?v=6alCRmYnfwY,,Acesso em: 4/5/2024,Youtube,72
Histoplasmose disseminada: Novos cenários clínicos e estratrégias diagnósticas,https://www.youtube.com/watch?v=u_Oj4wEh8Ko,,Acesso em: 4/5/2024,Youtube,72
Hantavirose no Brasil - Renato Cassol Médico Infectologista,https://www.youtube.com/watch?v=iGLu9F1xUrE,,Acesso em: 4/5/2024,Youtube,73
"Hantavirose - características, sintomas e prevenção",https://www.youtube.com/watch?v=zYpXcUtNvHY,,Acesso em: 4/5/2024,Youtube,73
Hantaviroses,https://www.youtube.com/watch?v=M4shJLB2V18,,Acesso em: 4/5/2024,Youtube,73
Saúde Preventiva - Infecções Sexualmente Transmissíveis (IST),https://www.youtube.com/watch?v=KGhR0db0Obg,,Acesso em: 4/5/2024,Youtube,74
SÍFILIS ou CANCRO DURO - IST ou DST | Biologia com Samuel Cunha,https://www.youtube.com/watch?v=hepcCubW4hM,,Acesso em: 4/5/2024,Youtube,74
Infecções Sexualmente Transmissíveis ou ISTs,https://www.youtube.com/watch?v=YnF97SDx8w0,,Acesso em: 4/5/2024,Youtube,74
Você e o Doutor: aprenda tudo sobre o vírus HPV,https://www.youtube.com/watch?v=FuyfPZ3ClsU,,Acesso em: 4/5/2024,Youtube,75
TUDO QUE VOCÊ PRECISA SABER SOBRE O HPV (O que é ? Quais os sintomas? Como prevenir e tratar ?),https://www.youtube.com/watch?v=Tpc2jUJyTPI,,Acesso em: 4/5/2024,Youtube,75
O Que Devo Saber Sobre HPV?,https://www.youtube.com/watch?v=jqDQDlctHig,,Acesso em: 4/5/2024,Youtube,75
Herpes simples - o que funciona e o que é mito? Renato Cassol Infectologista,https://www.youtube.com/watch?v=UzwEUVJNm9k,,Acesso em: 4/5/2024,Youtube,76
"Herpes Simples - Descubra o que é essa doença, sintomas e tratamentos",https://www.youtube.com/watch?v=qXLzes0lTJk,,Acesso em: 4/5/2024,Youtube,76
Saiba a diferença entre herpes simples e herpes zoster - Você Bonita (22/04/21),https://www.youtube.com/watch?v=Efp8tGMbfgw,,Acesso em: 4/5/2024,Youtube,76
Insolação: principais sintomas e como se prevenir - Você Bonita (22/01/21),https://www.youtube.com/watch?v=tGY1vb1w3t4,,Acesso em: 4/5/2024,Youtube,77
Insolação e Desidratação,https://www.youtube.com/watch?v=PbEd8LoxrZI,,Acesso em: 4/5/2024,Youtube,77
Insolação: sintomas e tratamentos - Você Bonita (08/01/20),https://www.youtube.com/watch?v=YT76iRHX9QU,,Acesso em: 4/5/2024,Youtube,77
"INFARTO: SINTOMAS, CAUSAS E O QUE FAZER",https://www.youtube.com/watch?v=RftUDoMkS-4,,Acesso em: 4/5/2024,Youtube,78
Infarto fulminante: como acontece um ataque cardíaco? (2021),https://www.youtube.com/watch?v=Z-dS4FvVli4,,Acesso em: 4/5/2024,Youtube,78
Sistema Cardiovascular 5/6: Artérias Coronárias e Infarto Agudo do Miocárdio | Anatomia e etc.,https://www.youtube.com/watch?v=oGurYO1t-wU,,Acesso em: 4/5/2024,Youtube,78
Por que vírus H5N1 preocupa cientistas e pode virar pandemia,https://www.youtube.com/watch?v=ZMCVgtV2sG4,,Acesso em: 4/5/2024,Youtube,79
O cerco está se fechando: Influenza Aviária na América Latina,https://www.youtube.com/watch?v=xDO3jiQSp10,,Acesso em: 4/5/2024,Youtube,79
[Aula grátis] PNSA: Influenza Aviária,https://www.youtube.com/watch?v=fQPZCB-igEk,,Acesso em: 4/5/2024,Youtube,79
O HTLV é um vírus primo do HIV? E o HTLV na gravidez?,https://www.youtube.com/watch?v=FgENGxSKsik,,Acesso em: 4/5/2024,Youtube,80
Vírus HTLV tem cura? Quais são os sintomas iniciais? - Dr. Bernardo Infectologista,https://www.youtube.com/watch?v=imebAJFBzoQ,,Acesso em: 4/5/2024,Youtube,80
Vírus HTLV é pouco conhecido e pode levar à doenças crônicas,https://www.youtube.com/watch?v=uNfQlvKIJqo,,Acesso em: 4/5/2024,Youtube,80
Leishmaniose Visceral ( Calazar),https://www.youtube.com/watch?v=N8RRO14zco8,,Acesso em: 4/5/2024,Youtube,81
Leishmaniose Visceral (Calazar) - Resumo - Parasitologia,https://www.youtube.com/watch?v=CGrhLAjlqoQ,,Acesso em: 4/5/2024,Youtube,81
Leishmaniose Visceral + DICAS PARA SUA PROVA PRÁTICA | Parte 1 | PARASITOLOGIA #6,https://www.youtube.com/watch?v=BUAi29yEWq0,,Acesso em: 4/5/2024,Youtube,81
LEAN NAS EMERGÊNCIAS: ENTENDA O QUE É E COMO FUNCIONA O PROJETO | PODCAST MORSCH,https://www.youtube.com/watch?v=-iODxwiSEEA,,Acesso em: 4/5/2024,Youtube,82
AULA RÁPIDA: HISTÓRIAS DOS HOSPITAIS E DA METODOLOGIA LEAN,https://www.youtube.com/watch?v=_7RyZHu1wLU,,Acesso em: 4/5/2024,Youtube,82
AULA RÁPIDA: HUDDLE,https://www.youtube.com/watch?v=ncooucvTnOE,,Acesso em: 4/5/2024,Youtube,82
GIRO LOUCO - MC PH (GR6 Explode) DJ Murillo e LT No Beat,https://www.youtube.com/watch?v=qxpYri5vHU4,,Acesso em: 4/5/2024,Youtube,83
"O que é, e como usar o Suporte LT",https://www.youtube.com/watch?v=lqBIh0TTcE8,,Acesso em: 4/5/2024,Youtube,83
SUV 1.0 turbo anda bem? Rubens Barrichello leva o Chevrolet Tracker LT para a Volta Rápida #214,https://www.youtube.com/watch?v=bYnXU_e3Vhc,,Acesso em: 4/5/2024,Youtube,83
